id,title,text
3978,Slavs,"The word slovo (""word"") and the related slava (""fame"") and slukh (""hearing"") originate from the Proto-Indo-European root *ḱlew- (""be spoken of, fame""), cognate with Ancient Greek κλῆς (klês - ""famous""), whence the name Pericles, and Latin clueo (""be called""), and English loud."
3979,The Loud House,"Lynn Loud, Sr. (voiced by Brian Stepanek) -- He is the father of the Loud children. His whole face is unseen until ``11 Louds a Leapin '. ''Lynn Sr. often breaks up fights between his children before it goes too far. In addition, Lynn Sr. does all the cooking in the family as he dreams of being a chef and open his own restaurant someday. In`` Along Came a Sister'', it is revealed that he has a fear of spiders like Leni. In ``Anti-Social, ''it is revealed that he has a band called the Clang with Kotaro."
3980,List of Italian musical terms used in English,"Calando quietening Becoming softer and slower Crescendo growing Becoming louder Decrescendo shrinking Becoming softer Diminuendo dwindling Becoming softer Forte strong Loud Fortissimo very strong Very loud Marcato marked A note played forcefully Mezzo forte half - strong Moderately loud Piano gentle Soft Pianissimo very gentle Very soft Mezzo piano half - gentle Moderately soft Sforzando strained Sharply accented Stentato in the manner of Stentor Loud, boisterous Tremolo trembling A rapid repetitive variation in the volume (or pitch) of a tone Messa di voce placing the voice A style of singing involving changing volume while holding a single note"
3981,Never Too Loud,"Never Too Loud is the fourth studio album by Canadian hard rock band Danko Jones. It was recorded at Studio 606 in Los Angeles, with the Grammy Award winning record producer Nick Raskulinecz."
3982,Classical music,"Many of the instruments used to perform medieval music still exist, but in different forms. Medieval instruments included the wood flute (which in the 21st century is made of metal), the recorder and plucked string instruments like the lute. As well, early versions of the organ, fiddle (or vielle), and trombone (called the sackbut) existed. Medieval instruments in Europe had most commonly been used singly, often self accompanied with a drone note, or occasionally in parts. From at least as early as the 13th century through the 15th century there was a division of instruments into haut (loud, shrill, outdoor instruments) and bas (quieter, more intimate instruments)."
3983,Golden Nugget Atlantic City,"Golden Nugget Atlantic City Location Atlantic City, New Jersey Address 1 Castle Boulevard Opening date June 19, 1985; 32 years ago (June 19, 1985) Theme Gold Rush No. of rooms 728 Total gaming space 74,252 sq ft (6,898.2 m) Signature attractions Farley State Marina The Deck Notable restaurants Chart House Lillie's Asian Cuisine Vic & Anthony's Casino type Land Owner Landry's, Inc. Previous names Trump's Castle Trump Marina Renovated in 1997, 2006, 2011 Website www.goldennugget.com/atlantic city"
3984,Baynard's Castle,"Baynard's Castle refers to buildings on two neighbouring sites in the City of London, between where Blackfriars station and St Paul's Cathedral now stand. The first was a Norman fortification constructed by Ralph Baynard and demolished by King John in 1213. The second was a medieval palace built a short distance to the southeast and destroyed in the Great Fire of London in 1666. According to Sir Walter Besant, ""There was no house in [London] more interesting than this"". The original castle was built at the point where the old Roman walls and River Fleet met the River Thames, just east of what is now Blackfriars station. The Norman castle stood for over a century before being demolished by King John in 1213. It appears to have been rebuilt after the barons' revolt, but the site was sold in 1276 to form the precinct of the great priory of Blackfriars."
3985,"Terringzean Castle, East Ayrshire","Terringzean Castle, also Taringzean, pronounced 'Tringan', is a Category B listed castle ruin lying above the River Lugar and the Terringzean Holm in the policies of Dumfries House, Parish of Cumnock, Scotland. The name Craufordstone or Craufurdstoun, has also been used, echoing that it and these lands originally belonged to the Crawfords, as did Lefnoreis Castle or Lochnorris Castle which once stood near the site of the Dumfries House stables."
3986,Robert Fitz Richard,"Robert Fitz Richard (1064–1136) was an Anglo-Norman feudal baron of Little Dunmow, Essex and constable of Baynard's Castle in the City of London. His feudal barony, the caput of which was at Little Dunmow in Essex, was granted to him by the king after it had been forfeited in 1110 by William Baynard, whose grandfather Ralph Baynard was the first holder and the builder of Baynard's Castle in the City of London."
3987,Bellver Castle,"In 1931, the Spanish Second Republic gave the castle to the city of Palma, along with the forest surrounding it. It became a museum in 1932, being restored in 1976 to become the city's History museum. Thanks to the parking lot and road built next to the castle, it currently welcomes a great number of visitors. The main yard is the seat to many different public ceremonies, such as protocollary and cultural acts, and concerts. Due to its location and visibility from the sea or any other point of the city, it has become one the city's symbols."
3988,Nile,"The Nile (Arabic: النيل‎, written as al-Nīl; pronounced as an-Nīl) is a major north-flowing river in northeastern Africa, and is the longest river in Africa and the disputed longest river in the world (Brazilian government claims that the Amazon River is longer than the Nile). The Nile, which is about 6,650 km (4,130 mi) long, is an ""international"" river as its drainage basin covers eleven countries, namely, Tanzania, Uganda, Rwanda, Burundi, the Democratic Republic of the Congo, Kenya, Ethiopia, Eritrea, South Sudan, Republic of the Sudan and Egypt. In particular, the Nile is the primary water source of Egypt and Sudan.The river Nile has two major tributaries, the White Nile and Blue Nile. The White Nile is considered to be the headwaters and primary stream of the Nile itself. The Blue Nile, however, is the source of most of the water and silt. The White Nile is longer and rises in the Great Lakes region of central Africa, with the most distant source still undetermined but located in either Rwanda or Burundi. It flows north through Tanzania, Lake Victoria, Uganda and South Sudan.  The Blue Nile begins at Lake Tana in Ethiopia and flows into Sudan from the southeast. The two rivers meet just north of the Sudanese capital of Khartoum.The northern section of the river flows north almost entirely through the Sudanese desert to Egypt, then ends in a large delta and flows into the Mediterranean Sea. Egyptian civilization and Sudanese kingdoms have depended on the river since ancient times. Most of the population and cities of Egypt lie along those parts of the Nile valley north of Aswan, and nearly all the cultural and historical sites of Ancient Egypt are found along river banks."
3989,Kathmandu,"The Bagmati River which flows through Kathmandu is considered a holy river both by Hindus and Buddhists, and many Hindu temples are located on the banks of this river. The importance of the Bagmati also lies in the fact that Hindus are cremated on its banks, and Kirants are buried in the hills by its side. According to the Nepali Hindu tradition, the dead body must be dipped three times into the Bagmati before cremation. The chief mourner (usually the first son) who lights the funeral pyre must take a holy riverwater bath immediately after cremation. Many relatives who join the funeral procession also take bath in the Bagmati River or sprinkle the holy water on their bodies at the end of cremation as the Bagmati is believed to purify people spiritually."
3990,WRVF,"WRVF (101.5 FM, ""101.5 The River"") is an American adult contemporary music formatted radio station in Toledo, Ohio, owned by iHeartMedia, Inc. (formerly Clear Channel Communications). The station boasts a signal that covers most of northwestern Ohio and southeastern Michigan and can be heard well in parts of the Detroit area. The station is audible as far north as Sterling Heights, Michigan, as far east as Sandusky, Ohio, westward almost to the Indiana state line, and almost as far south as Lima, Ohio. The 101.5 frequency has featured some form of soft music format for decades, evolving from easy listening into mainstream AC."
3991,"Lots More Blues, Rags and Hollers","Lots More Blues, Rags and Hollers is an album by the blues trio Koerner, Ray & Glover, released in 1964."
3992,Allegheny River,"The Allegheny River (/ ˌæləˈɡeɪni / AL - ə - GAY - nee) is a principal tributary of the Ohio River; it is located in the Eastern United States. The Allegheny River joins with the Monongahela River to form the Ohio River at the ``Point ''of Point State Park in Downtown Pittsburgh, Pennsylvania. The Allegheny River is, by volume, the main headstream of the Ohio River."
3993,Potamogeton amplifolius,"Potamogeton amplifolius, commonly known as largeleaf pondweed or broad-leaved pondweed, is an aquatic plant of North America. It grows in water bodies such as lakes, ponds, and rivers, often in deep water."
3994,Contoocook Lake,"Contoocook Lake () is a water body located in Cheshire County in southwestern New Hampshire, United States, in the towns of Jaffrey and Rindge. The lake, along with Pool Pond, forms the headwaters of the Contoocook River, which flows north to the Merrimack River in Penacook, New Hampshire."
3995,Ohio River,"The river then follows a roughly southwest and then west - northwest course until Cincinnati, before bending to a west - southwest course for most of its length. The course forms the northern borders of West Virginia and Kentucky; and the southern borders of Ohio, Indiana and Illinois, until it joins the Mississippi River at the city of Cairo, Illinois."
3996,Tejaban,"Tejaban is a small village in Balochistan province of Pakistan. It is 70km from Turbat, near a river known as the Kech River. Agricultural activities in Tejaban are possible due to water from the Kech. But the river results in many problems as well. Lack of safe ways to control the water results dangerous consequences in heavy rain seasons as water enters into agricultural lands and destroys the crops. The word Tejaban means ""a lot of water""."
3997,Powwow Pond,"Powwow Pond is a water body in Rockingham County in southeastern New Hampshire, United States. The outlet of the pond is located in the town of East Kingston, but most of the lake lies in the town of Kingston. The Powwow River, the outlet of the pond, flows to the Merrimack River in Amesbury, Massachusetts."
3998,Lauzun,"Lauzun is a commune in the Lot-et-Garonne department in south-western France. The village of Lauzun is located in the north of Lot et Garonne, in the Nouvelle-Aquitaine region. It is separated from Périgord (Dordogne) by the river Dropt. It is on the D1 road, between Miramont and Castillonnes."
3999,Baby Got Back,"``Baby Got Back ''Single by Sir Mix - a-Lot from the album Mack Daddy B - side`` Cake Boy'' / ``You Ca n't Slip ''Released May 7, 1992 Format 7'' vinyl 12 ''vinyl cassette single CD single Recorded 1991 Genre Hip hop dirty rap bounce Length 4: 22 Label Def American Songwriter (s) Anthony Ray Producer (s) Rick Rubin Sir Mix - a-Lot Sir Mix - a-Lot singles chronology`` One Time's Got No Case'' (1991) ``Baby Got Back ''(1992)`` Swap Meet Louie'' (1992) ``One Time's Got No Case ''(1991)`` Baby Got Back'' (1992) ``Swap Meet Louie ''(1992)"
4000,Ekulu River,"The River Ekulu is a long river and the largest body of water in the city of Enugu in Enugu State, southeastern Nigeria, and it originates in the same city as well."
4001,"Koerner, Ray & Glover","Koerner, Ray & Glover was a loose-knit group of three blues musicians from Minneapolis, Minnesota: ""Spider"" John Koerner on guitar and vocals, Dave ""Snaker"" Ray on guitar and vocals, and Tony ""Little Sun"" Glover on harmonica. They were notable figures of the revival of folk music and blues in the 1960s."
4002,Davis Island Lock and Dam Site,"It is now owned by the West View Water Authority and is used primarily to pump water from the Ohio River, which then goes on to be purified and is used by the surrounding communities for drinking."
4003,Beaurivage River,"The Beaurivage River is a river in Quebec that flows from Thetford Mines and empties in the Chaudière River, near Saint-Romuald, Quebec. It is a body of water mostly known for its annual canoe race beginning at Saint-Patrice-de-Beaurivage, Quebec and finishing at Saint-Gilles, Quebec."
4004,Gulf of Mexico,"The Gulf of Mexico (Spanish: Golfo de México) is an ocean basin and a marginal sea of the Atlantic Ocean,  largely surrounded by the North American continent. It is bounded on the northeast, north and northwest by the Gulf Coast of the United States, on the southwest and south by Mexico, and on the southeast by Cuba. The U.S. states of Texas, Louisiana, Mississippi, Alabama, and Florida border the Gulf on the north, which are often referred to as the ""Third Coast"", in comparison with the U.S. Atlantic and Pacific coasts."
4005,"Lanark Village, Florida","Lanark Village is an unincorporated community in Franklin County, Florida, United States, located along U.S. 98 on St. James Island, on the Gulf of Mexico."
4006,Cedar Bayou,"Cedar Bayou is a salt water channel on the Texas coast that separates San Jose Island from Matagorda Island. The pass serves as a water exchange between the Gulf of Mexico and the San Antonio, Matagorda and Aransas Bay systems."
4007,El Gallito Airstrip,"El Gallito Airstrip is a privately owned public-use dirt airstrip at Hotel Serenidad, located 2 miles south of Mulegé, Municipality of Mulegé, Baja California Sur, Mexico, just on the Gulf of California coast. The airstrip is used solely for general aviation purposes."
4008,Colorado River (Texas),"Its drainage basin and some of its usually dry tributaries extend into New Mexico. It flows generally southeast from Dawson County through Ballinger, Marble Falls, Austin, Bastrop, Smithville, La Grange, Columbus, Wharton, and Bay City before emptying into the Gulf of Mexico at Matagorda Bay."
4009,Gulf of Mexico,"The Gulf of Mexico formed approximately 300 million years ago as a result of plate tectonics. The Gulf's basin is roughly oval and is approximately 810 nautical miles (1,500 km; 930 mi) wide and floored by sedimentary rocks and recent sediments. It is connected to part of the Atlantic Ocean through the Florida Straits between the U.S. and Cuba, and with the Caribbean (with which it forms the American Mediterranean Sea) via the Yucatán Channel between Mexico and Cuba. With the narrow connection to the Atlantic, the Gulf experiences very small tidal ranges. The size of the Gulf basin is approximately 1.6 million km (615,000 sq mi). Almost half of the basin is shallow continental shelf waters. The basin contains a volume of roughly 2,500 quadrillion liters (550 quadrillion Imperial gallons, 660 quadrillion US gallons, 2.5 million km or 600,000 cu mi)."
4010,"Victoria, Texas","Victoria is located 30 miles inland from the Gulf of Mexico. It is a regional hub for a seven - county area known as the ``Golden Crescent '', and serves a retail trade area of over 250,000 people. Victoria is known as`` The Crossroads'' because of its location within a two - hour drive of Corpus Christi, Houston, San Antonio, and Austin."
4011,Montana,"Montana contains thousands of named rivers and creeks, 450 miles (720 km) of which are known for ""blue-ribbon"" trout fishing. Montana's water resources provide for recreation, hydropower, crop and forage irrigation, mining, and water for human consumption. Montana is one of few geographic areas in the world whose rivers form parts of three major watersheds (i.e. where two continental divides intersect). Its rivers feed the Pacific Ocean, the Gulf of Mexico, and Hudson Bay. The watersheds divide at Triple Divide Peak in Glacier National Park."
4012,Padus Vallis,Padus Vallis is a valley in the Memnonia quadrangle on Mars that empties into the Medusa Fossae Formation. It is located at 4.6° S and 150.1° W. It is 46.0 km long and was named for the classical name for modern Po Valley in Italy. Padus Vallis is one of many valleys that empty into the Medusae Fossae Formation.
4013,Mississippi River,"The Mississippi River is the chief river of the second - largest drainage system on the North American continent, second only to the Hudson Bay drainage system. Flowing entirely in the United States (although its drainage basin reaches into Canada), it rises in northern Minnesota and meanders slowly southwards for 2,320 miles (3,730 km) to the Mississippi River Delta at the Gulf of Mexico. With its many tributaries, the Mississippi's watershed drains all or parts of 31 U.S. states and 2 Canadian provinces between the Rocky and Appalachian Mountains. The Mississippi ranks as the fourth - longest and fifteenth - largest river in the world by discharge. The river either borders or passes through the states of Minnesota, Wisconsin, Iowa, Illinois, Missouri, Kentucky, Tennessee, Arkansas, Mississippi, and Louisiana."
4014,Clearwater River (Quebec),"The Clearwater River (in French: Rivière à l'Eau Claire) is a river flowing on the east shore of Lake Guillaume-Delisle (formerly designated ""Richmond Gulf""), which empties into the Hudson Bay. The ""Clearwater River"" is located in Nunavik, in the west of the Labrador peninsula, in the administrative region of Nord-du-Québec, in Quebec, in Canada. This river drains Clearwater Lake into Lac Guillaume-Delisle."
4015,Pittsburgh Condors,"The Pittsburgh Condors were a professional basketball team in the original American Basketball Association. Originally called the Pittsburgh Pipers, they were a charter franchise of the ABA and captured the first league title. The team played their home games in Pittsburgh's Civic Arena."
4016,Touchback,"In standard outdoor American football, the team awarded the touchback receives possession of the ball at its own 25 - yard line in college football, and the 25 yard - line for professional football, on kickoffs and free kicks after a safety as of the 2012 season. In arena football, and other indoor football games, a touchback results in the team awarded the touchback receiving the football at its own 3 - yard line. This can result from any of the above events except for punting, which is not a part of arena football. (In arena football, a kicked ball usually bounces back into play off of the rebound nets, but the above can still occur when the ball lands in the slack nets behind the goalposts after a kickoff, passes under the rebound nets and out of play, or in the event of fumbles and interceptions.)"
4017,GETEC Arena,"The GETEC Arena (until 2011: """"Bördelandhalle"""") is an indoor sporting arena located in Magdeburg, Germany. The maximum capacity of the arena is 8,071 people for handball games and 8,820 for boxing matches. It is the current home to SC Magdeburg's Handball-Bundesliga team."
4018,BC Lions,"The BC Lions are a professional Canadian football team competing in the West Division of the Canadian Football League (CFL). Based in Vancouver, British Columbia, the Lions play their home games at BC Place."
4019,Khimki Basketball Center,"Khimki Basketball Center, or Khimki Basketball Center of Moscow Region, is an indoor sporting arena that is located in Khimki, Moscow Region, Russia. The total seating capacity of the arena for basketball games is 5,025, which includes the arena's lounge areas. The arena's regular fan seating capacity is 4,000. It is the home arena of the VTB United League professional basketball club Khimki Moscow Region. The arena can also be used to host concerts."
4020,Washington Capitals,"The Washington Capitals are a professional ice hockey team based in Washington, D.C. They are members of the Metropolitan Division of the Eastern Conference of the National Hockey League (NHL). The Capitals are owned by Monumental Sports & Entertainment, headed by Ted Leonsis. From 1974 to 1997 the Capitals played their home games at the Capital Centre, in Landover, Maryland (a suburb of Washington, D.C.). In 1997 the team moved to the arena now called Capital One Arena, their present home arena in Washington, D.C."
4021,Sports in the New York metropolitan area,"At Madison Square Garden, New Yorkers can watch the New York Knicks play NBA basketball, while the New York Liberty play in the WNBA. The Barclays Center in Brooklyn is home to the Brooklyn Nets NBA basketball team. The Nets began playing in Brooklyn in 2012, the first major professional sports team to play in the historic borough in half a century. Before the merger of the defunct American Basketball Association with the NBA during the 1976 -- 1977 season, the New York Nets, who shared the same home stadium (Nassau Veterans Memorial Coliseum) on Long Island with the NHL's New York Islanders, were a two - time champion in the ABA and starred the famous Hall of Fame forward Julius Erving. During the first season of the merger (1976 -- 77), the Nets continued to play on Long Island, although Erving's contract had by then been sold to the Philadelphia 76ers. The Nets transferred to New Jersey then next season and became known as the New Jersey Nets, and later moved to Brooklyn prior to the 2012 -- 2013 NBA season."
4022,Hanover,"Hannover 96 (nickname Die Roten or 'The Reds') is the top local football team that plays in the Bundesliga top division. Home games are played at the HDI-Arena, which hosted matches in the 1974 and 2006 World Cups and the Euro 1988. Their reserve team Hannover 96 II plays in the fourth league. Their home games were played in the traditional Eilenriedestadium till they moved to the HDI Arena due to DFL directives. Arminia Hannover is another very traditional soccer team in Hanover that has played in the first league for years and plays now in the Niedersachsen-West Liga (Lower Saxony League West). Home matches are played in the Rudolf-Kalweit-Stadium."
4023,Arena Football League,"Jim Foster, a promotions manager with the National Football League, conceived of indoor football while watching an indoor soccer match at Madison Square Garden in 1981. While at the game, he wrote his idea on a 9x12 envelope, with sketches of the field and notes on gameplay. He presented the idea to a few friends at the NFL offices, where he received praise and encouragement for his concept. After solidifying the rules and a business plan, and supplemented with sketches by a professional artist, Foster presented his idea to various television networks. He reached an agreement with NBC for a ""test game""."
4024,Green Bay Packers,"The Green Bay Packers is a professional American football team based in Green Bay, Wisconsin. The Packers compete in the National Football League (NFL) as a member club of the league's National Football Conference (NFC) North division. It is the third - oldest franchise in the NFL, dating back to 1919, and is the only non-profit, community - owned major league professional sports team based in the United States. Home games have been played at Lambeau Field since 1957."
4025,List of winless seasons,"A winless season is a regular season in which a sports team fails to win any of their games. The antithesis of a perfect season, this ignominy has been suffered twelve times in professional American football, six times in arena football, three times in professional Canadian football, once each in American professional lacrosse and box lacrosse, more than twenty - five times in major Australian football leagues, thirteen times in top - level rugby league, at least twice in top - level rugby union, and twice in English county cricket."
4026,"New Haven, Connecticut","New Haven has a history of professional sports franchises dating back to the 19th century and has been the home to professional baseball, basketball, football, hockey, and soccer teams—including the New York Giants of the National Football League from 1973 to 1974, who played at the Yale Bowl. Throughout the second half of the 20th century, New Haven consistently had minor league hockey and baseball teams, which played at the New Haven Arena (built in 1926, demolished in 1972), New Haven Coliseum (1972–2002), and Yale Field (1928–present)."
4027,Milwaukee Badgers,"The Milwaukee Badgers were a professional American football team, based in Milwaukee, Wisconsin, that played in the National Football League from 1922 to 1926. The team played its home games at Athletic Park, later known as Borchert Field, on Milwaukee's north side. The team was notable for having a large number of African-American players for the time."
4028,Arena Football League,"Plans for arena football were put on hold in 1982 as the United States Football League was launched. Foster left the NFL to accept a position in the USFL. He eventually became executive vice-president with the Chicago Blitz, where he returned to his concept of arena football. In 1983, he began organizing the test game in his spare time from his job with the Blitz. By 1985, the USFL had ceased football operations and he began devoting all his time to arena football, and on April 27, 1986, his concept was realized when the test game was played."
4029,Stadio Is Arenas,"Stadio Comunale ""Is Arenas"" is a sports stadium in Quartu Sant'Elena, Sardinia, Italy. It is mostly used for football games and was the home venue of Serie A club Cagliari Calcio for the 2012–13 season."
4030,Huntsville Rockets,"The Huntsville Rockets were a professional American football team based in Huntsville, Alabama, from 1962 through 1966. They played their home games at Goldsmith–Schiffman Field."
4031,Exhibition game,"The Arena Football League briefly had a two-game exhibition season in the early 2000s, a practice that ended in 2003 with a new television contract. Exhibition games outside of a structured season are relatively common among indoor American football leagues; because teams switch leagues frequently at that level of play, it is not uncommon to see some of the smaller leagues schedule exhibition games against teams that are from another league, about to join the league as a probational franchise, or a semi-pro outdoor team to fill holes in a schedule."
4032,A Lim,A Lim is a village in south-eastern Laos near the border with Vietnam. It is located in Kaleum District in Sekong Province.
4033,Somalis,"Growing out of the Somali people's rich storytelling tradition, the first few feature-length Somali films and cinematic festivals emerged in the early 1960s, immediately after independence. Following the creation of the Somali Film Agency (SFA) regulatory body in 1975, the local film scene began to expand rapidly. The Somali filmmaker Ali Said Hassan concurrently served as the SFA's representative in Rome. In the 1970s and early 1980s, popular musicals known as riwaayado were the main driving force behind the Somali movie industry. Epic and period films as well as international co-productions followed suit, facilitated by the proliferation of video technology and national television networks. Said Salah Ahmed during this period directed his first feature film, The Somali Darwish (The Somalia Dervishes), devoted to the Dervish State. In the 1990s and 2000s, a new wave of more entertainment-oriented movies emerged. Referred to as Somaliwood, this upstart, youth-based cinematic movement has energized the Somali film industry and in the process introduced innovative storylines, marketing strategies and production techniques. The young directors Abdisalam Aato of Olol Films and Abdi Malik Isak are at the forefront of this quiet revolution."
4034,Kushla,"Kushla (Кушла) is a village in southern Bulgaria, Zlatograd municipality, Smolyan Province, located near the border with Greece. In the Ottoman times the town was called Ugurli in Turkish and Kotyli in Greek. In 1918 the village was part of the Satres (bulg. Sinikovo) community. Following Greek and Bulgarian independence, the former town and its 350 families was divided between the countries in the Neuilly treaty in 1922 until 1941 when the Axis powers opened the borders briefly up to 1944 when Greece retook Kotyli and the local Bulgarian Muslims were since schooled in Greek language. The other part of the village lies in the Xanthi regional unit of Greece as Kotyli (Kozludzha). The villages have a Pomak (Bulgarian Muslim) majority."
4035,Melville J. Herskovits,"Melville Jean Herskovits (September 10, 1895 – February 25, 1963) was an American anthropologist who helped establish African and African-American studies in American academia. He is known for exploring the cultural continuity from African cultures as expressed in African-American communities. He worked with his wife Frances (Shapiro) Herskovits, also an anthropologist, in the field in South America, the Caribbean and Africa. They jointly wrote several books and monographs together."
4036,Cacharel,"Cacharel designs are characteristic for their youthful style, femininity, lightness, refinement and use of bright colours. The presentation of the first blouse collection in Paris brought attention for its cheerfulness and the modern vision of women that it represented. The introduction of the seersucker blouse and a front cover in ELLE magazine in 1963 launched Cacharel onto the international stage."
4037,Uncanny Alliance,"Uncanny Alliance was an American house music duo. They consisted of the producer, Brinsley Evans, and the female vocalist E.V. Mystique, who were both from New York."
4038,Nightcrawler (comics),"After hinting for many years that Mystique was indeed Nightcrawler's biological mother, it was confirmed by writer Scott Lobdell in X-Men Unlimited # 4. In 2003, it was revealed that although Mystique was married to a wealthy German, Herr Wagner, Nightcrawler's father was Azazel, a member of a race of demonic - looking mutants known as the Neyaphem which date back to Biblical times that were banished to another dimension by a race of angelic mutants. The storyline was furthered by the revelation that fellow X-Man Archangel's healing blood did not heal Nightcrawler, and in fact caused him great pain."
4039,Erik Neutsch,After 1960 Neutsch worked both as a journalist and as a writer of books.   In 1963 he became a member of the SED regional leadership team and in 1970/71 he spent a year as a volunteer Political commissar with the National People's Army.
4040,Philippe Flajolet,"A former student of École Polytechnique, Philippe Flajolet received his Ph.D. in computer science from University Paris Diderot in 1973 and state doctorate from Paris-Sud 11 University in 1979. Most of Philippe Flajolet's research work was dedicated towards general methods for analyzing the computational complexity of algorithms, including the theory of average-case complexity. He introduced the theory of analytic combinatorics. With Robert Sedgewick of Princeton University, he wrote the first book-length treatment of the"
4041,Louis F. Burns,"Louis Francis Burns (January 2, 1920 – May 20, 2012) (Osage) was an American historian, author, and teacher, a leading expert on the history, mythology and culture of the Osage Nation. Burns wrote more than a dozen books and scholarly works on the Osage people. In 2002 he was inducted into the Oklahoma Historians Hall of Fame."
4042,Ralph de Toledano,"Ralph de Toledano (1916–2007) was a 20th-century American writer in the conservative movement in the United States throughout the second half of the 20th century. A friend of Richard Nixon, he was a journalist and editor of ""Newsweek"" and the ""National Review"", and the author of 26 books, including two novels and a book of poetry. Besides his political contributions, he also wrote about music, particularly jazz."
4043,Jacques Duchaussoy,"Jacques Duchaussoy is a French author of books on religion and literature. Among his works are ""Bacon, Shakespeare ou Saint-Germain"" (1962), a non-fiction book that discussed the possibility of Francis Bacon ghost writing for Shakespeare and Cervantes; ""Le Bestiaire divin ou la Symbolique des animaux"" (1993, ); and ""La tradition primordiale dans les religions"" (1990, ). He also wrote for the magazine ""Atlantis."
4044,Thoma Çami,"Thoma Çami was a Cham Albanian leader and one of the main contributors to the revival of Albanian culture during the National Renaissance of Albania. He was a founder and the first chairman of the organization ""Bashkimi"", the best-known cultural club of the Albanian National Awakening. He also wrote the first scholarly history book for Albanian schools, but died before the Albanian declaration of independence."
4045,Ten Silver Coins,"Ten Silver Coins: The Drylings of Acchora is a young adult novel written by Andrew Kooman. It is a fantasy novel and its protagonist is Jill Strong. ""Ten Silver Coins"" was Kooman's debut novel. Kooman wrote the majority of the book in 2004 while working in Asia. It is the first novel in a three-novel series."
4046,Oodgeroo Noonuccal,"She wrote many books, beginning with We Are Going (1964), the first book to be published by an Aboriginal woman. The title poem concludes:"
4047,Household income in the United States,"One key measure is the real median level, meaning half of households have income above that level and half below, adjusted for inflation. According to the Census, this measure was $59,039 in 2016, a record high. This was the largest two year percentage increase on record."
4048,Jane Stafford,"Jane Stafford (1899–1991) was an American medical writer and chemist. She wrote a nationally syndicated newspaper column called ""Your Health - Here's How"" and worked for Science Service. She wrote about cancer, polio, heart disease, influenza, sexually transmitted disease, and vitamins."
4049,The Feminine Mystique,"The Feminine Mystique is a book written by Betty Friedan which is widely credited with sparking the beginning of second - wave feminism in the United States. It was published on February 19, 1963 by W.W. Norton."
4050,Betty Friedan,"Betty Friedan ( February 4, 1921 – February 4, 2006) was an American feminist writer and activist. A leading figure in the women's movement in the United States, her 1963 book The Feminine Mystique is often credited with sparking the second wave of American feminism in the 20th century. In 1966, Friedan co-founded and was elected the first president of the National Organization for Women (NOW), which aimed to bring women ""into the mainstream of American society now [in] fully equal partnership with men."""
4051,The Last Savage,"The Last Savage is an opera in three acts by composer Gian Carlo Menotti. Menotti wrote his own libretto, originally in the Italian language (""L'ultimo selvaggio""). The opera was translated into French (""Le dernier sauvage"") by Jean-Pierre Marty for the work's first (private) performance at the Opéra-Comique in Paris on 21 October 1963, followed the next day by the public premiere. George Mead translated the work into English for the opera's American premiere at the Metropolitan Opera the following year."
4052,Del LaGrace Volcano,"Del LaGrace Volcano (born July 26th, 1957) is a genderqueer artist, performer, and activist from California. A formally trained photographer, Del's work includes installation, performance and film and interrogates the performance of gender on several levels, especially the performance of masculinity and femininity."
4053,Philadelphia,"Philadelphia is home to many national historical sites that relate to the founding of the United States. Independence National Historical Park is the center of these historical landmarks being one of the country's 22 UNESCO World Heritage Sites. Independence Hall, where the Declaration of Independence was signed, and the Liberty Bell are the city's most famous attractions. Other historic sites include homes for Edgar Allan Poe, Betsy Ross, and Thaddeus Kosciuszko, early government buildings like the First and Second Banks of the United States, Fort Mifflin, and the Gloria Dei (Old Swedes') Church. Philadelphia alone has 67 National Historic Landmarks, the third most of any city in the country."
4054,Signing of the United States Declaration of Independence,"The signing of the United States Declaration of Independence occurred primarily on August 2, 1776 at the Pennsylvania State House, Independence Hall in Philadelphia, Pennsylvania. The 56 delegates to the Second Continental Congress represented the 13 former colonies which had declared themselves the ``United States of America, ''and they endorsed the Declaration of Independence which the Congress had approved on July 4, 1776. The Declaration proclaimed that the former Thirteen Colonies then at war with Great Britain were now a sovereign, independent nation and thus no longer a part of the British Empire. The signers' names are grouped by state, with the exception of President of the Continental Congress John Hancock; the states are arranged geographically from north to south."
4055,Satyo Husodo,"Satyo Husodo (born on February 22, 1983) is an Indonesian footballer that currently plays for PS Barito Putera in the Liga Indonesia Premier Division (LI)."
4056,Texas Declaration of Independence,"Texas Declaration of Independence 1836 facsimile of the Texas Declaration of Independence Created March 2, 1836 Ratified March 3, 1836 Location Engrossed copy: Texas State Library and Archives Commission Signatories 60 delegates to the Consultation Purpose To announce and explain separation from Mexico"
4057,Central African Republic,"In the Ubangi-Shari Territorial Assembly election in 1957, MESAN captured 347,000 out of the total 356,000 votes, and won every legislative seat, which led to Boganda being elected president of the Grand Council of French Equatorial Africa and vice-president of the Ubangi-Shari Government Council. Within a year, he declared the establishment of the Central African Republic and served as the country's first prime minister. MESAN continued to exist, but its role was limited. After Boganda's death in a plane crash on 29 March 1959, his cousin, David Dacko, took control of MESAN and became the country's first president after the CAR had formally received independence from France. Dacko threw out his political rivals, including former Prime Minister and Mouvement d'évolution démocratique de l'Afrique centrale (MEDAC), leader Abel Goumba, whom he forced into exile in France. With all opposition parties suppressed by November 1962, Dacko declared MESAN as the official party of the state."
